boundary,z,true_x,estimated_x,queries
1,0.10460251046025104,-0.052001298000603866,-0.05194091796875,22944
1,0.11297071129707104,-0.0561085741680037,-0.05609130859375,22944
1,0.12133891213389103,-0.06020402027043841,-0.06024169921875,22944
1,0.12970711297071125,-0.06428688957092141,-0.06427001953125,22944
1,0.13807531380753124,-0.06835646110655696,-0.06829833984375,22944
1,0.14644351464435146,-0.0724120408208743,-0.07244873046875,22944
1,0.15481171548117145,-0.0764529625851228,-0.07647705078125,22944
1,0.16317991631799145,-0.08047858910658173,-0.08050537109375,22944
1,0.17154811715481166,-0.08448831272267229,-0.08453369140625,22944
1,0.17991631799163166,-0.08848155608039074,-0.08843994140625,22944
1,0.18828451882845187,-0.0924577727012847,-0.09246826171875,22944
1,0.19665271966527187,-0.0964164474328694,-0.09637451171875,22944
1,0.20502092050209186,-0.10035709678802981,-0.10040283203125,22944
1,0.21338912133891208,-0.1042792691745562,-0.10430908203125,22944
1,0.22175732217573207,-0.10818254501752947,-0.10821533203125,22944
1,0.2301255230125523,-0.11206653677779288,-0.11212158203125,22944
1,0.23849372384937229,-0.11593088887021621,-0.11590576171875,22944
1,0.24686192468619228,-0.11977527748588682,-0.11981201171875,22944
1,0.2552301255230125,-0.1235994103227294,-0.12359619140625,22944
1,0.2635983263598325,-0.12740302622938002,-0.12738037109375,22944
1,0.2719665271966527,-0.1311858947674093,-0.13116455078125,22944
1,0.2803347280334727,-0.13494781569720454,-0.13494873046875,22944
1,0.2887029288702927,-0.13868861839299357,-0.13873291015625,22944
1,0.2970711297071129,-0.14240816119260757,-0.14239501953125,22944
1,0.3054393305439329,-0.14610633068765633,-0.14605712890625,22944
1,0.3138075313807531,-0.14978304095981884,-0.14984130859375,22944
1,0.3221757322175731,-0.1534382327689342,-0.15338134765625,22944
1,0.3305439330543931,-0.1570718726985339,-0.15704345703125,22944
1,0.33891213389121333,-0.16068395226436216,-0.16070556640625,22944
1,0.3472803347280333,-0.16427448699131547,-0.16424560546875,22944
1,0.35564853556485354,-0.16784351546408388,-0.16778564453125,22944
1,0.36401673640167354,-0.171391098356598,-0.17144775390625,22944
1,0.37238493723849353,-0.17491731744519512,-0.17486572265625,22944
1,0.38075313807531375,-0.17842227461019522,-0.17840576171875,22944
1,0.38912133891213374,-0.1819060908303493,-0.18194580078125,22944
1,0.39748953974895396,-0.1853689051743791,-0.18536376953125,22944
1,0.40585774058577395,-0.18881087379356626,-0.18878173828125,22944
1,0.41422594142259395,-0.1922321689190961,-0.19219970703125,22944
1,0.42259414225941416,-0.1956329778675867,-0.19561767578125,22944
1,0.43096234309623416,-0.1990135020579718,-0.19903564453125,22944
1,0.4393305439330544,-0.20237395604263664,-0.20233154296875,22944
1,0.44769874476987437,-0.20571456655543818,-0.20574951171875,22944
