geometry,seed,method,budget,n_boundaries,slope,curvature,dH,R_pi,C_D
3,16,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.061738879396938125,0.056989695337715564,120.5645362901972
3,17,active,10000,5,0.5128085915803403,0.09575397990683934,0.0001078060852625351,0.00015547166995230128,23.0008624486821
3,17,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06825944371310386,0.07649206161653224,121.44214277274395
3,18,active,10000,5,0.5128085915803403,0.09575397990683934,0.0001633730680354814,0.0001430339363561172,23.001306984544282
3,18,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.10344272046103942,0.07813384245122854,121.51602291030528
3,19,active,10000,5,0.5128085915803403,0.09575397990683934,9.763665572114916e-05,8.084526837519668e-05,23.00078109324577
3,19,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06182047877265011,0.05296608851935,120.38347398337075
3,20,active,10000,5,0.5128085915803403,0.09575397990683934,0.000149628972091094,0.0001927848707408536,23.00119703177673
3,20,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.09474038848023936,0.07946467994602023,121.57591059757091
3,21,active,10000,5,0.5128085915803403,0.09575397990683934,0.0001026358667484753,0.00013059620275993308,23.00082108693399
3,21,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.06498582294505244,0.0820766040012189,121.69344718005485
3,22,active,10000,5,0.5128085915803403,0.09575397990683934,0.00015916447768903053,9.328300197138078e-05,23.00127331582151
3,22,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.10077797259297445,0.07892363853458623,121.55156373405639
3,23,active,10000,5,0.5128085915803403,0.09575397990683934,7.442233280243772e-05,9.328300197138078e-05,23.00059537866242
3,23,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.047121895063284874,0.059247143985422974,120.66612147934403
3,24,active,10000,5,0.5128085915803403,0.09575397990683934,0.00013602739753843657,0.00015547166995230128,23.001088219180307
3,24,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.08612829659015084,0.08081417404120621,121.63663783185427
3,25,active,10000,5,0.5128085915803403,0.09575397990683934,0.00012674575867022836,6.218866798092052e-05,23.00101396606936
3,25,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.08025145295608382,0.035348038880355225,119.59066174961599
3,26,active,10000,5,0.5128085915803403,0.09575397990683934,0.00016846385133463537,0.00021144147113512975,23.001347710810677
3,26,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.10666604533380733,0.10962618391676669,122.9331782762545
3,27,active,10000,5,0.5128085915803403,0.09575397990683934,6.701633799811868e-05,0.00010572073556756488,23.000536130703985
3,27,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.042432650627276504,0.05998718913439593,120.69942351104781
3,28,active,10000,5,0.5128085915803403,0.09575397990683934,0.00014848136200012324,0.00014925280315420924,23.001187850896002
3,28,uniform,10000,5,0.5128085915803403,0.09575397990683934,0.0940137576391396,0.08047213636731115,121.621246136529
3,29,active,10000,5,0.5128085915803403,0.09575397990683934,0.00020258447144494603,0.00024253580512559003,23.00162067577156
